罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係,name,latitude,longitude,police_office_name,police_office_latitude,police_office_longitude
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田４丁目,2022/2/1,0,その他,駐車（輪）場,20歳代,大学生,施錠せず,調布市布田４丁目,35.649755,139.544838, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田４丁目,2022/2/5,13,その他,駐車（輪）場,70歳以上,その他,施錠した,調布市布田４丁目,35.649755,139.544838, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田４丁目,2022/3/27,7,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した,調布市布田４丁目,35.649755,139.544838, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田４丁目,2022/5/1,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず,調布市布田４丁目,35.649755,139.544838, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田４丁目,2022/6/11,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず,調布市布田４丁目,35.649755,139.544838, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田４丁目,2022/7/3,6,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠した,調布市布田４丁目,35.649755,139.544838, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田４丁目,2022/7/6,15,その他,駐車（輪）場,10歳代,その他,施錠せず,調布市布田４丁目,35.649755,139.544838, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田４丁目,2022/7/12,6,その他,駐車（輪）場,10歳代,大学生,施錠せず,調布市布田４丁目,35.649755,139.544838, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田４丁目,2022/7/12,6,その他,駐車（輪）場,10歳代,大学生,施錠せず,調布市布田４丁目,35.649755,139.544838, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田４丁目,2022/7/31,23,道路上,その他,20歳代,その他,施錠せず,調布市布田４丁目,35.649755,139.544838, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田４丁目,2022/8/3,8,その他,駐車（輪）場,20歳代,その他,施錠した,調布市布田４丁目,35.649755,139.544838, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田４丁目,2022/8/6,18,その他,駐車（輪）場,10歳代,中学生,施錠せず,調布市布田４丁目,35.649755,139.544838, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田４丁目,2022/8/10,8,その他,駐車（輪）場,10歳代,中学生,施錠せず,調布市布田４丁目,35.649755,139.544838, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田４丁目,2022/8/10,13,その他,駐車（輪）場,20歳代,大学生,施錠せず,調布市布田４丁目,35.649755,139.544838, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田４丁目,2022/9/27,17,道路上,その他,20歳代,その他,施錠せず,調布市布田４丁目,35.649755,139.544838, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田４丁目,2022/10/21,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず,調布市布田４丁目,35.649755,139.544838, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田４丁目,2022/11/1,20,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した,調布市布田４丁目,35.649755,139.544838, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田４丁目,2022/11/6,10,その他,駐車（輪）場,20歳代,その他,施錠せず,調布市布田４丁目,35.649755,139.544838, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田４丁目,2022/11/10,16,その他,駐車（輪）場,30歳代,その他,施錠せず,調布市布田４丁目,35.649755,139.544838, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田５丁目,2022/10/6,15,一戸建住宅,その他,50歳代,その他,施錠せず,調布市布田５丁目,35.645693,139.543306, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,調布駅前交番,132080,東京都,調布市,布田５丁目,2022/11/30,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,調布市布田５丁目,35.645693,139.543306, 調布警察署 調布駅前交番,,
窃盗,自転車盗,調布,電気通信大学前交番,132080,東京都,調布市,下石原１丁目,2022/1/13,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した,調布市下石原１丁目,35.656656,139.536065, 調布警察署 電気通信大学前交番,35.6567083,139.5399663
窃盗,自転車盗,調布,電気通信大学前交番,132080,東京都,調布市,下石原１丁目,2022/8/22,12,一戸建住宅,その他,10歳代,中学生,施錠せず,調布市下石原１丁目,35.656656,139.536065, 調布警察署 電気通信大学前交番,35.6567083,139.5399663
窃盗,自転車盗,調布,電気通信大学前交番,132080,東京都,調布市,下石原１丁目,2022/8/31,14,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず,調布市下石原１丁目,35.656656,139.536065, 調布警察署 電気通信大学前交番,35.6567083,139.5399663
窃盗,自転車盗,調布,電気通信大学前交番,132080,東京都,調布市,下石原２丁目,2022/4/15,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した,調布市下石原２丁目,35.653638,139.534998, 調布警察署 電気通信大学前交番,35.6567083,139.5399663
窃盗,自転車盗,調布,電気通信大学前交番,132080,東京都,調布市,下石原２丁目,2022/11/22,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した,調布市下石原２丁目,35.653638,139.534998, 調布警察署 電気通信大学前交番,35.6567083,139.5399663
窃盗,自転車盗,調布,電気通信大学前交番,132080,東京都,調布市,下石原３丁目,2022/10/17,21,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した,調布市下石原３丁目,35.65073,139.533894, 調布警察署 電気通信大学前交番,35.6567083,139.5399663
窃盗,自転車盗,調布,電気通信大学前交番,132080,東京都,調布市,調布ケ丘１丁目,2022/3/26,20,一戸建住宅,駐車（輪）場,50歳代,その他,施錠した,調布市調布ケ丘１丁目,35.657327,139.545124, 調布警察署 電気通信大学前交番,35.6567083,139.5399663
窃盗,自転車盗,調布,電気通信大学前交番,132080,東京都,調布市,調布ケ丘１丁目,2022/4/26,10,その他,駐車（輪）場,20歳代,大学生,施錠せず,調布市調布ケ丘１丁目,35.657327,139.545124, 調布警察署 電気通信大学前交番,35.6567083,139.5399663
窃盗,自転車盗,調布,電気通信大学前交番,132080,東京都,調布市,調布ケ丘１丁目,2022/7/12,20,その他,駐車（輪）場,20歳代,その他,施錠せず,調布市調布ケ丘１丁目,35.657327,139.545124, 調布警察署 電気通信大学前交番,35.6567083,139.5399663
窃盗,自転車盗,調布,電気通信大学前交番,132080,東京都,調布市,調布ケ丘１丁目,2022/10/25,12,その他,駐車（輪）場,20歳代,大学生,施錠せず,調布市調布ケ丘１丁目,35.657327,139.545124, 調布警察署 電気通信大学前交番,35.6567083,139.5399663
窃盗,自転車盗,調布,電気通信大学前交番,132080,東京都,調布市,調布ケ丘１丁目,2022/10/25,17,その他,駐車（輪）場,10歳代,小学生,施錠せず,調布市調布ケ丘１丁目,35.657327,139.545124, 調布警察署 電気通信大学前交番,35.6567083,139.5399663
窃盗,自転車盗,調布,電気通信大学前交番,132080,東京都,調布市,調布ケ丘２丁目,2022/7/9,15,その他,駐車（輪）場,30歳代,その他,施錠した,調布市調布ケ丘２丁目,35.655227,139.5499, 調布警察署 電気通信大学前交番,35.6567083,139.5399663
窃盗,自転車盗,調布,電気通信大学前交番,132080,東京都,調布市,調布ケ丘３丁目,2022/4/27,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず,調布市調布ケ丘３丁目,35.658935,139.549209, 調布警察署 電気通信大学前交番,35.6567083,139.5399663
窃盗,自転車盗,調布,電気通信大学前交番,132080,東京都,調布市,富士見町１丁目,2022/9/22,22,その他,駐車（輪）場,50歳代,その他,施錠せず,調布市富士見町１丁目,35.6602,139.53539, 調布警察署 電気通信大学前交番,35.6567083,139.5399663
窃盗,自転車盗,調布,電気通信大学前交番,132080,東京都,調布市,富士見町１丁目,2022/10/26,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず,調布市富士見町１丁目,35.6602,139.53539, 調布警察署 電気通信大学前交番,35.6567083,139.5399663
窃盗,自転車盗,調布,電気通信大学前交番,132080,東京都,調布市,富士見町２丁目,2022/3/6,18,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず,調布市富士見町２丁目,35.658915,139.540462, 調布警察署 電気通信大学前交番,35.6567083,139.5399663
窃盗,自転車盗,調布,電気通信大学前交番,132080,東京都,調布市,布田２丁目,2022/2/4,12,その他,駐車（輪）場,10歳代,高校生,施錠せず,調布市布田２丁目,35.652152,139.549112, 調布警察署 電気通信大学前交番,35.6567083,139.5399663
窃盗,自転車盗,調布,電気通信大学前交番,132080,東京都,調布市,深大寺東町５丁目,2022/7/15,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した,調布市深大寺東町５丁目,35.673366,139.556247, 調布警察署 電気通信大学前交番,35.6567083,139.5399663
窃盗,自転車盗,調布,飛田給駅前交番,132080,東京都,調布市,上石原２丁目,2022/1/28,8,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した,調布市上石原２丁目,35.655678,139.528221, 調布警察署 飛田給駅前交番,35.6603264,139.5234283
窃盗,自転車盗,調布,飛田給駅前交番,132080,東京都,調布市,上石原２丁目,2022/8/7,13,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず,調布市上石原２丁目,35.655678,139.528221, 調布警察署 飛田給駅前交番,35.6603264,139.5234283
窃盗,自転車盗,調布,飛田給駅前交番,132080,東京都,調布市,飛田給１丁目,2022/3/5,13,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず,調布市飛田給１丁目,35.661605,139.52404, 調布警察署 飛田給駅前交番,35.6603264,139.5234283
窃盗,自転車盗,調布,飛田給駅前交番,132080,東京都,調布市,飛田給１丁目,2022/3/24,13,４階建て以上共同住宅,駐車（輪）場,65-69歳,その他,施錠した,調布市飛田給１丁目,35.661605,139.52404, 調布警察署 飛田給駅前交番,35.6603264,139.5234283
窃盗,自転車盗,調布,飛田給駅前交番,132080,東京都,調布市,飛田給１丁目,2022/6/19,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず,調布市飛田給１丁目,35.661605,139.52404, 調布警察署 飛田給駅前交番,35.6603264,139.5234283
窃盗,自転車盗,調布,飛田給駅前交番,132080,東京都,調布市,飛田給１丁目,2022/9/27,18,一戸建住宅,駐車（輪）場,30歳代,その他,施錠した,調布市飛田給１丁目,35.661605,139.52404, 調布警察署 飛田給駅前交番,35.6603264,139.5234283
窃盗,自転車盗,調布,飛田給駅前交番,132080,東京都,調布市,飛田給１丁目,2022/12/2,12,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず,調布市飛田給１丁目,35.661605,139.52404, 調布警察署 飛田給駅前交番,35.6603264,139.5234283
窃盗,自転車盗,調布,飛田給駅前交番,132080,東京都,調布市,飛田給２丁目,2022/5/14,15,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した,調布市飛田給２丁目,35.658766,139.522836, 調布警察署 飛田給駅前交番,35.6603264,139.5234283
窃盗,自転車盗,調布,飛田給駅前交番,132080,東京都,調布市,飛田給２丁目,2022/7/10,9,駐車（輪）場,駐車（輪）場,65-69歳,その他,施錠した,調布市飛田給２丁目,35.658766,139.522836, 調布警察署 飛田給駅前交番,35.6603264,139.5234283
窃盗,自転車盗,調布,飛田給駅前交番,132080,東京都,調布市,飛田給２丁目,2022/9/16,1,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず,調布市飛田給２丁目,35.658766,139.522836, 調布警察署 飛田給駅前交番,35.6603264,139.5234283
窃盗,自転車盗,調布,飛田給駅前交番,132080,東京都,調布市,西町,2022/7/12,20,その他,駐車（輪）場,20歳代,大学生,施錠せず,調布市西町,35.666945,139.528461, 調布警察署 飛田給駅前交番,35.6603264,139.5234283
窃盗,自転車盗,調布,飛田給駅前交番,132080,東京都,調布市,富士見町４丁目,2022/4/9,19,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず,調布市富士見町４丁目,35.665296,139.535988, 調布警察署 飛田給駅前交番,35.6603264,139.5234283
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,小川町１丁目,2021/12/26,23,一戸建住宅,その他,30歳代,その他,施錠した,小平市小川町１丁目,35.7291986,139.450032, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,小川町１丁目,2022/1/12,17,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず,小平市小川町１丁目,35.7291986,139.450032, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,小川町１丁目,2022/3/15,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず,小平市小川町１丁目,35.7291986,139.450032, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,小川町１丁目,2022/5/12,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した,小平市小川町１丁目,35.7291986,139.450032, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,小川町１丁目,2022/6/17,11,その他,駐車（輪）場,10歳代,大学生,施錠せず,小平市小川町１丁目,35.7291986,139.450032, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,小川町１丁目,2022/6/24,19,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず,小平市小川町１丁目,35.7291986,139.450032, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,小川町１丁目,2022/7/1,18,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず,小平市小川町１丁目,35.7291986,139.450032, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,小川町１丁目,2022/7/7,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず,小平市小川町１丁目,35.7291986,139.450032, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,小川町１丁目,2022/7/8,17,その他,駐車（輪）場,10歳代,高校生,施錠せず,小平市小川町１丁目,35.7291986,139.450032, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,小川町１丁目,2022/7/11,6,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠した,小平市小川町１丁目,35.7291986,139.450032, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,小川町１丁目,2022/9/6,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠した,小平市小川町１丁目,35.7291986,139.450032, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,小川町１丁目,2022/9/30,13,その他,駐車（輪）場,20歳代,その他,施錠せず,小平市小川町１丁目,35.7291986,139.450032, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,小川町１丁目,2022/10/12,9,一戸建住宅,その他,20歳代,大学生,施錠せず,小平市小川町１丁目,35.7291986,139.450032, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,小川町１丁目,2022/10/15,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,小平市小川町１丁目,35.7291986,139.450032, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,小川町１丁目,2022/10/27,18,一戸建住宅,その他,10歳代,中学生,施錠せず,小平市小川町１丁目,35.7291986,139.450032, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,小川町１丁目,2022/11/10,19,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず,小平市小川町１丁目,35.7291986,139.450032, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,小川町１丁目,2022/11/11,18,その他,駐車（輪）場,20歳代,大学生,施錠せず,小平市小川町１丁目,35.7291986,139.450032, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,小川町１丁目,2022/11/20,14,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず,小平市小川町１丁目,35.7291986,139.450032, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,栄町２丁目,2022/11/15,21,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず,小平市栄町２丁目,35.734308,139.448735, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,中島町,2022/1/1,18,その他,駐車（輪）場,40歳代,その他,施錠した,小平市中島町,35.7298612,139.4321681, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,中島町,2022/5/10,15,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した,小平市中島町,35.7298612,139.4321681, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,中島町,2022/5/27,12,道路上,その他,20歳代,その他,施錠せず,小平市中島町,35.7298612,139.4321681, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,中島町,2022/7/11,12,一戸建住宅,駐車（輪）場,65-69歳,その他,施錠せず,小平市中島町,35.7298612,139.4321681, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,中島町,2022/8/31,6,道路上,その他,10歳代,高校生,施錠せず,小平市中島町,35.7298612,139.4321681, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,上宿交番,132110,東京都,小平市,中島町,2022/9/4,21,道路上,その他,10歳代,中学生,施錠せず,小平市中島町,35.7298612,139.4321681, 小平警察署 上宿交番,35.731399,139.44612
窃盗,自転車盗,小平,仲町交番,132110,東京都,小平市,小川東町２丁目,2022/8/10,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,小平市小川東町２丁目,35.7429584,139.46688, 小平警察署 仲町交番,35.730836,139.484455
窃盗,自転車盗,小平,仲町交番,132110,東京都,小平市,小川町２丁目,2022/5/26,17,その他,駐車（輪）場,50歳代,その他,施錠せず,小平市小川町２丁目,35.729178,139.472827, 小平警察署 仲町交番,35.730836,139.484455
窃盗,自転車盗,小平,仲町交番,132110,東京都,小平市,学園東町,2021/12/31,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,60-64歳,その他,施錠した,小平市学園東町,35.7268943,139.4852629, 小平警察署 仲町交番,35.730836,139.484455
窃盗,自転車盗,小平,仲町交番,132110,東京都,小平市,学園東町,2022/5/15,10,一戸建住宅,駐車（輪）場,65-69歳,その他,施錠せず,小平市学園東町,35.7268943,139.4852629, 小平警察署 仲町交番,35.730836,139.484455
窃盗,自転車盗,小平,仲町交番,132110,東京都,小平市,仲町,2022/4/5,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,小平市仲町,35.7309682,139.4854147, 小平警察署 仲町交番,35.730836,139.484455
窃盗,自転車盗,小平,仲町交番,132110,東京都,小平市,仲町,2022/8/15,不明,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず,小平市仲町,35.7309682,139.4854147, 小平警察署 仲町交番,35.730836,139.484455
窃盗,自転車盗,小平,仲町交番,132110,東京都,小平市,仲町,2022/8/25,2,一戸建住宅,駐車（輪）場,50歳代,その他,施錠した,小平市仲町,35.7309682,139.4854147, 小平警察署 仲町交番,35.730836,139.484455
窃盗,自転車盗,小平,仲町交番,132110,東京都,小平市,仲町,2022/9/12,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず,小平市仲町,35.7309682,139.4854147, 小平警察署 仲町交番,35.730836,139.484455
窃盗,自転車盗,小平,仲町交番,132110,東京都,小平市,仲町,2022/9/22,23,道路上,その他,50歳代,その他,施錠せず,小平市仲町,35.7309682,139.4854147, 小平警察署 仲町交番,35.730836,139.484455
窃盗,自転車盗,小平,仲町交番,132110,東京都,小平市,仲町,2022/11/10,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず,小平市仲町,35.7309682,139.4854147, 小平警察署 仲町交番,35.730836,139.484455
窃盗,自転車盗,小平,喜平橋駐在所,132110,東京都,小平市,喜平町１丁目,2021/12/19,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず,小平市喜平町１丁目,35.715769,139.487495, 小平警察署 喜平橋駐在所,,
窃盗,自転車盗,小平,喜平橋駐在所,132110,東京都,小平市,上水南町１丁目,2022/10/2,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず,小平市上水南町１丁目,35.7137368,139.4827618, 小平警察署 喜平橋駐在所,,
窃盗,自転車盗,小平,喜平橋駐在所,132110,東京都,小平市,上水南町２丁目,2022/1/30,18,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した,小平市上水南町２丁目,35.7120333,139.4856304, 小平警察署 喜平橋駐在所,,
窃盗,自転車盗,小平,喜平橋駐在所,132110,東京都,小平市,上水南町２丁目,2022/10/21,21,一戸建住宅,駐車（輪）場,20歳代,その他,施錠せず,小平市上水南町２丁目,35.7120333,139.4856304, 小平警察署 喜平橋駐在所,,
窃盗,自転車盗,小平,大沼町交番,132110,東京都,小平市,大沼町４丁目,2022/2/25,22,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した,小平市大沼町４丁目,35.7430029,139.5003142, 小平警察署 大沼町交番,35.741529,139.501286
窃盗,自転車盗,小平,大沼町交番,132110,東京都,小平市,大沼町４丁目,2022/3/16,22,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず,小平市大沼町４丁目,35.7430029,139.5003142, 小平警察署 大沼町交番,35.741529,139.501286
窃盗,自転車盗,小平,大沼町交番,132110,東京都,小平市,大沼町７丁目,2022/6/8,6,一戸建住宅,駐車（輪）場,30歳代,その他,施錠した,小平市大沼町７丁目,35.7352282,139.4976147, 小平警察署 大沼町交番,35.741529,139.501286
窃盗,自転車盗,小平,大沼町交番,132110,東京都,小平市,大沼町７丁目,2022/11/5,17,４階建て以上共同住宅,駐車（輪）場,65-69歳,その他,施錠せず,小平市大沼町７丁目,35.7352282,139.4976147, 小平警察署 大沼町交番,35.741529,139.501286
窃盗,自転車盗,小平,大沼町交番,132110,東京都,小平市,花小金井３丁目,2022/10/4,14,その他,駐車（輪）場,40歳代,その他,施錠せず,小平市花小金井３丁目,35.7371134,139.5170797, 小平警察署 大沼町交番,35.741529,139.501286
窃盗,自転車盗,小平,大沼町交番,132110,東京都,小平市,花小金井４丁目,2022/11/16,16,その他,駐車（輪）場,10歳代,高校生,施錠せず,小平市花小金井４丁目,35.736934,139.509694, 小平警察署 大沼町交番,35.741529,139.501286
窃盗,自転車盗,小平,大沼町交番,132110,東京都,小平市,花小金井５丁目,2022/2/3,20,一戸建住宅,その他,40歳代,その他,施錠せず,小平市花小金井５丁目,35.7328706,139.5095303, 小平警察署 大沼町交番,35.741529,139.501286
窃盗,自転車盗,小平,大沼町交番,132110,東京都,小平市,花小金井５丁目,2022/4/19,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず,小平市花小金井５丁目,35.7328706,139.5095303, 小平警察署 大沼町交番,35.741529,139.501286
窃盗,自転車盗,小平,大沼町交番,132110,東京都,小平市,花小金井５丁目,2022/11/9,20,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず,小平市花小金井５丁目,35.7328706,139.5095303, 小平警察署 大沼町交番,35.741529,139.501286
窃盗,自転車盗,小平,大沼町交番,132110,東京都,小平市,花小金井８丁目,2022/4/18,7,一戸建住宅,駐車（輪）場,10歳代,その他,施錠した,小平市花小金井８丁目,35.733213,139.503854, 小平警察署 大沼町交番,35.741529,139.501286
窃盗,自転車盗,小平,大沼町交番,132110,東京都,小平市,花小金井８丁目,2022/11/3,15,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず,小平市花小金井８丁目,35.733213,139.503854, 小平警察署 大沼町交番,35.741529,139.501286
窃盗,自転車盗,小平,学園東交番,132110,東京都,小平市,小川西町４丁目,2022/6/14,13,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず,小平市小川西町４丁目,35.7363808,139.4623156, 小平警察署 学園東交番,35.7218291,139.4881647
窃盗,自転車盗,小平,学園東交番,132110,東京都,小平市,学園東町２丁目,2022/9/29,12,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠せず,小平市学園東町２丁目,35.7241043,139.4852418, 小平警察署 学園東交番,35.7218291,139.4881647
窃盗,自転車盗,小平,学園東交番,132110,東京都,小平市,学園東町３丁目,2022/7/19,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,小平市学園東町３丁目,35.7240487,139.4896573, 小平警察署 学園東交番,35.7218291,139.4881647
窃盗,自転車盗,小平,学園東交番,132110,東京都,小平市,学園東町３丁目,2022/7/22,20,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず,小平市学園東町３丁目,35.7240487,139.4896573, 小平警察署 学園東交番,35.7218291,139.4881647
窃盗,自転車盗,小平,学園東交番,132110,東京都,小平市,学園東町３丁目,2022/8/25,16,一戸建住宅,駐車（輪）場,10歳代,大学生,施錠した,小平市学園東町３丁目,35.7240487,139.4896573, 小平警察署 学園東交番,35.7218291,139.4881647
窃盗,自転車盗,小平,学園東交番,132110,東京都,小平市,学園東町３丁目,2022/9/25,7,一戸建住宅,その他,50歳代,その他,施錠した,小平市学園東町３丁目,35.7240487,139.4896573, 小平警察署 学園東交番,35.7218291,139.4881647
窃盗,自転車盗,小平,学園東交番,132110,東京都,小平市,喜平町１丁目,2022/3/6,15,４階建て以上共同住宅,駐車（輪）場,65-69歳,その他,施錠した,小平市喜平町１丁目,35.715769,139.487495, 小平警察署 学園東交番,35.7218291,139.4881647
