罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,福生,羽村駅前交番,132276,東京都,羽村市,五ノ神３丁目,2018-10-30,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,羽村駅前交番,132276,東京都,羽村市,羽東１丁目,2018-03-29,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,羽村駅前交番,132276,東京都,羽村市,羽東２丁目,2018-05-20,07,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,野辺駐在所,132284,東京都,あきる野市,野辺,2018-02-16,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,野辺駐在所,132284,東京都,あきる野市,野辺,2018-10-25,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,二宮駐在所,132284,東京都,あきる野市,野辺,2018-04-28,16,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,渕上駐在所,132284,東京都,あきる野市,渕上,2018-03-01,16,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,渕上駐在所,132284,東京都,あきる野市,渕上,2018-08-13,21,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,小作駅前交番,132276,東京都,羽村市,栄町２丁目,2018-07-13,23,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,小作駅前交番,132276,東京都,羽村市,小作台２丁目,2018-10-29,11,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,小作駅前交番,132276,東京都,羽村市,小作台２丁目,2018-10-29,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,小作駅前交番,132276,東京都,羽村市,小作台３丁目,2018-08-14,05,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,五ノ神駐在所,132276,東京都,羽村市,五ノ神２丁目,2018-04-08,12,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,秋川駅前交番,132187,東京都,福生市,武蔵野台１丁目,2018-05-08,08,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,秋川駅前交番,132284,東京都,あきる野市,油平,2018-06-14,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,秋川駅前交番,132284,東京都,あきる野市,雨間,2018-08-12,07,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,秋川駅前交番,132284,東京都,あきる野市,瀬戸岡,2018-05-12,18,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,秋川駅前交番,132284,東京都,あきる野市,原小宮１丁目,2018-07-26,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,小川駐在所,132284,東京都,あきる野市,小川東１丁目,2013-08-01,不明,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福生,小川駐在所,132284,東京都,あきる野市,二宮,2018-10-08,00,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,大字箱根ケ崎,2018-08-03,08,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,箱根ケ崎西松原,2018-04-13,23,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,箱根ケ崎東松原,2018-05-12,00,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,箱根ケ崎東松原,2018-09-13,22,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,南平２丁目,2018-05-14,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,南平２丁目,2018-08-06,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,追分交番,132012,東京都,八王子市,元本郷町３丁目,2018-05-22,08,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,中野交番,132012,東京都,八王子市,中野上町２丁目,2018-04-05,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,中野交番,132012,東京都,八王子市,中野上町３丁目,2017-12-01,12,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,中野交番,132012,東京都,八王子市,中野上町３丁目,2018-04-01,21,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,中野交番,132012,東京都,八王子市,中野上町３丁目,2018-06-18,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,中野交番,132012,東京都,八王子市,中野上町４丁目,2018-09-21,07,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,富士森交番,132012,東京都,八王子市,台町４丁目,2018-02-24,05,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,富士森交番,132012,東京都,八王子市,緑町,2018-03-24,11,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,富士森交番,132012,東京都,八王子市,緑町,2018-09-12,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,富士森交番,132012,東京都,八王子市,緑町,2018-10-16,23,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町１丁目,2018-04-18,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,八王子駅北口交番,132012,東京都,八王子市,旭町,2018-08-21,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,八王子駅北口交番,132012,東京都,八王子市,丹木町３丁目,2018-04-01,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,元横山交番,132012,東京都,八王子市,元横山町３丁目,2018-05-11,不明,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,大和田交番,132012,東京都,八王子市,大和田町３丁目,2015-05-02,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,大和田交番,132012,東京都,八王子市,大和田町７丁目,2013-06-11,不明,その他,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,稲荷坂交番,132012,東京都,八王子市,中町,2018-05-11,22,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,稲荷坂交番,132012,東京都,八王子市,中野上町１丁目,2018-03-04,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,稲荷坂交番,132012,東京都,八王子市,中野山王１丁目,2018-04-25,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,稲荷坂交番,132012,東京都,八王子市,中野山王２丁目,2018-04-26,01,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,稲荷坂交番,132012,東京都,八王子市,中野山王３丁目,2018-08-26,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,石川駐在所,132012,東京都,八王子市,宇津木町,2018-05-26,21,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,犬目交番,132012,東京都,八王子市,犬目町,2018-04-03,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,犬目交番,132012,東京都,八王子市,犬目町,2018-04-03,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,犬目交番,132012,東京都,八王子市,犬目町,2018-09-11,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,犬目交番,132012,東京都,八王子市,中野町,2018-03-20,12,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,犬目交番,132012,東京都,八王子市,楢原町,2018-02-23,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,犬目交番,132012,東京都,八王子市,楢原町,2018-04-03,08,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,犬目交番,132012,東京都,八王子市,楢原町,2018-05-10,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,犬目交番,132012,東京都,八王子市,楢原町,2018-05-11,08,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,犬目交番,132012,東京都,八王子市,楢原町,2018-05-14,21,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,犬目交番,132012,東京都,八王子市,楢原町,2018-05-15,05,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,八王子,下川口駐在所,132012,東京都,八王子市,川口町,2018-03-20,01,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,下川口駐在所,132012,東京都,八王子市,川口町,2018-05-21,22,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,丹木駐在所,132012,東京都,八王子市,左入町,2018-02-19,11,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,丹木駐在所,132012,東京都,八王子市,滝山町１丁目,2018-03-28,23,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,丹木駐在所,132012,東京都,八王子市,丹木町１丁目,2016-03-19,15,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,丹木駐在所,132012,東京都,八王子市,丹木町３丁目,2018-03-16,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八王子,久保山駐在所,132012,東京都,八王子市,久保山町１丁目,2018-03-27,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,町田駅前交番,132098,東京都,町田市,原町田６丁目,2018-01-30,13,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2018-03-04,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2018-04-30,14,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2018-08-24,08,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2018-12-08,16,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,中町交番,132098,東京都,町田市,旭町１丁目,2018-05-28,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,中町交番,132098,東京都,町田市,旭町１丁目,2018-10-06,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,中町交番,132098,東京都,町田市,中町２丁目,2018-12-27,22,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,中町交番,132098,東京都,町田市,中町３丁目,2018-06-28,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,中町交番,132098,東京都,町田市,中町３丁目,2018-08-23,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,中町交番,132098,東京都,町田市,中町３丁目,2018-08-31,02,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,中町交番,132098,東京都,町田市,中町３丁目,2018-10-10,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,中町交番,132098,東京都,町田市,森野４丁目,2018-06-18,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,中町交番,132098,東京都,町田市,森野４丁目,2018-09-27,22,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,原町田交番,132098,東京都,町田市,原町田２丁目,2015-03-01,09,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,原町田交番,132098,東京都,町田市,原町田２丁目,2018-02-05,16,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,原町田交番,132098,東京都,町田市,原町田２丁目,2018-09-09,13,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,原町田交番,132098,東京都,町田市,金井５丁目,2018-08-17,22,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,森野交番,132098,東京都,町田市,森野３丁目,2018-03-02,19,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,町田,金森交番,132098,東京都,町田市,金森２丁目,2018-01-16,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,金森交番,132098,東京都,町田市,金森２丁目,2018-01-31,15,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,金森交番,132098,東京都,町田市,金森２丁目,2018-09-23,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,金森交番,132098,東京都,町田市,金森３丁目,2018-05-15,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,金森交番,132098,東京都,町田市,金森東１丁目,2018-01-17,23,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,金森交番,132098,東京都,町田市,金森東３丁目,2018-06-23,02,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,金森交番,132098,東京都,町田市,金森東３丁目,2018-07-11,04,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,鶴間交番,132098,東京都,町田市,小川５丁目,2018-11-28,00,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,鶴間交番,132098,東京都,町田市,金森４丁目,2018-01-31,07,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,成瀬駐在所,132098,東京都,町田市,成瀬７丁目,2018-03-23,12,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,南大谷駐在所,132098,東京都,町田市,南大谷,2018-03-22,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,南大谷駐在所,132098,東京都,町田市,南大谷,2018-03-22,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,南大谷駐在所,132098,東京都,町田市,南大谷,2018-04-20,07,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,南大谷駐在所,132098,東京都,町田市,南大谷,2018-05-20,17,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,南大谷駐在所,132098,東京都,町田市,南大谷,2018-07-10,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,南大谷駐在所,132098,東京都,町田市,南つくし野１丁目,2018-10-22,14,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,本町田交番,132098,東京都,町田市,旭町２丁目,2018-02-05,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,本町田交番,132098,東京都,町田市,旭町２丁目,2018-09-02,14,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,本町田交番,132098,東京都,町田市,旭町２丁目,2018-09-03,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,本町田交番,132098,東京都,町田市,旭町３丁目,2018-08-25,14,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,本町田交番,132098,東京都,町田市,本町田,2017-11-01,08,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,本町田交番,132098,東京都,町田市,本町田,2018-03-09,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,本町田交番,132098,東京都,町田市,本町田,2018-03-10,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,本町田交番,132098,東京都,町田市,本町田,2018-03-23,01,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,鶴川駅前交番,132098,東京都,町田市,金井町,2018-08-31,06,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,鶴川駅前交番,132098,東京都,町田市,能ヶ谷１丁目,2018-03-11,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,鶴川駅前交番,132098,東京都,町田市,能ヶ谷１丁目,2018-07-20,13,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,鶴川駅前交番,132098,東京都,町田市,能ヶ谷４丁目,2016-08-05,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,野津田駐在所,132098,東京都,町田市,野津田町,2018-05-20,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,野津田駐在所,132098,東京都,町田市,野津田町,2018-08-12,16,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,野津田駐在所,132098,東京都,町田市,野津田町,2018-09-07,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,野津田駐在所,132098,東京都,町田市,薬師台１丁目,2018-09-27,21,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,図師駐在所,132098,東京都,町田市,図師町,2018-10-19,09,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,旭町１丁目,2018-05-29,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,本町田,2018-02-28,23,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,本町田,2018-04-22,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,本町田,2018-06-30,16,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,本町田,2018-07-05,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,本町田,2018-08-27,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,本町田,2018-09-03,15,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,本町田,2018-09-06,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,本町田,2018-09-19,16,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東１丁目,2018-01-22,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東１丁目,2018-05-29,09,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東１丁目,2018-12-25,14,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東３丁目,2018-01-29,16,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東３丁目,2018-06-09,16,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2017-01-29,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2018-02-25,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2018-03-26,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2018-04-03,10,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2018-06-17,13,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2018-07-15,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2018-07-20,16,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2018-08-29,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2018-09-15,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2018-11-02,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2018-11-21,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,鶴川交番,132098,東京都,町田市,鶴川１丁目,2018-09-16,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,鶴川交番,132098,東京都,町田市,鶴川２丁目,2018-12-23,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,鶴川交番,132098,東京都,町田市,鶴川３丁目,2018-08-31,07,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,町田,鶴川交番,132098,東京都,町田市,鶴川４丁目,2018-10-02,12,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,鶴川交番,132098,東京都,町田市,鶴川５丁目,2018-03-01,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,つくし野駅前交番,132098,東京都,町田市,小川１丁目,2018-01-25,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,山崎交番,132098,東京都,町田市,山崎町,2016-09-01,00,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,山崎交番,132098,東京都,町田市,山崎町,2018-01-05,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,山崎交番,132098,東京都,町田市,山崎町,2018-05-14,22,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,山崎交番,132098,東京都,町田市,山崎町,2018-06-06,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,山崎交番,132098,東京都,町田市,山崎町,2018-08-29,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,山崎交番,132098,東京都,町田市,山崎町,2018-09-06,18,４階建て以上共同住宅,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,藤の台団地交番,132098,東京都,町田市,金井町,2018-02-10,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,藤の台団地交番,132098,東京都,町田市,本町田,2018-03-05,01,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,藤の台団地交番,132098,東京都,町田市,本町田,2018-04-01,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,藤の台団地交番,132098,東京都,町田市,本町田,2018-09-28,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,藤の台団地交番,132098,東京都,町田市,金井１丁目,2018-07-22,19,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,町田,藤の台団地交番,132098,東京都,町田市,金井１丁目,2018-07-31,08,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,藤の台団地交番,132098,東京都,町田市,金井２丁目,2018-07-06,17,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,藤の台団地交番,132098,東京都,町田市,金井２丁目,2018-07-07,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
