罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品,name,latitude,longitude,police_office_name,police_office_latitude,police_office_longitude
窃盗,部品ねらい,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2022/11/13,9,４階建て以上共同住宅,その他,その他,町田市森野１丁目,35.5451441,139.4423016, 町田警察署 町田駅前交番,35.5448208,139.4459565
窃盗,部品ねらい,町田,藤の台団地交番,132098,東京都,町田市,金井ヶ丘５丁目,2022/5/18,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート,町田市金井ヶ丘５丁目,35.5742719,139.4729892, 町田警察署 藤の台団地交番,35.571763,139.4556171
窃盗,部品ねらい,町田,藤の台団地交番,132098,東京都,町田市,藤の台１丁目,2022/8/18,23,４階建て以上共同住宅,駐車（輪）場,その他,町田市藤の台１丁目,35.5697742,139.4470461, 町田警察署 藤の台団地交番,35.571763,139.4556171
窃盗,部品ねらい,町田,藤の台団地交番,132098,東京都,町田市,藤の台１丁目,2022/12/6,12,４階建て以上共同住宅,駐車（輪）場,その他,町田市藤の台１丁目,35.5697742,139.4470461, 町田警察署 藤の台団地交番,35.571763,139.4556171
窃盗,部品ねらい,町田,藤の台団地交番,132098,東京都,町田市,藤の台１丁目,2022/12/7,1,４階建て以上共同住宅,駐車（輪）場,その他,町田市藤の台１丁目,35.5697742,139.4470461, 町田警察署 藤の台団地交番,35.571763,139.4556171
窃盗,部品ねらい,町田,金森交番,132098,東京都,町田市,金森２丁目,2022/7/4,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,町田市金森２丁目,35.5331719,139.4586476, 町田警察署 金森交番,35.5363443,139.4563686
窃盗,部品ねらい,町田,金森交番,132098,東京都,町田市,金森７丁目,2022/7/12,17,４階建て以上共同住宅,駐車（輪）場,その他,町田市金森７丁目,35.5303064,139.456406, 町田警察署 金森交番,35.5363443,139.4563686
窃盗,部品ねらい,町田,金森交番,132098,東京都,町田市,金森７丁目,2022/11/16,9,駐車（輪）場,駐車（輪）場,ナンバープレート,町田市金森７丁目,35.5303064,139.456406, 町田警察署 金森交番,35.5363443,139.4563686
窃盗,部品ねらい,町田,金森交番,132098,東京都,町田市,金森東４丁目,2022/10/10,15,駐車（輪）場,駐車（輪）場,その他,町田市金森東４丁目,35.5282161,139.4674085, 町田警察署 金森交番,35.5363443,139.4563686
窃盗,部品ねらい,町田,鶴川駅前交番,132098,東京都,町田市,鶴川２丁目,2022/8/11,15,４階建て以上共同住宅,駐車（輪）場,その他,町田市鶴川２丁目,35.5890389,139.4731844, 町田警察署 鶴川駅前交番,35.5836702,139.4815488
窃盗,部品ねらい,町田,鶴川駅前交番,132098,東京都,町田市,鶴川４丁目,2022/7/21,15,一戸建住宅,その他,ナンバープレート,町田市鶴川４丁目,35.5940377,139.4608982, 町田警察署 鶴川駅前交番,35.5836702,139.4815488
窃盗,部品ねらい,町田,鶴川駅前交番,132098,東京都,町田市,金井ヶ丘４丁目,2022/5/19,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート,町田市金井ヶ丘４丁目,35.5789787,139.4730265, 町田警察署 鶴川駅前交番,35.5836702,139.4815488
窃盗,部品ねらい,町田,鶴間交番,132098,東京都,町田市,小川２丁目,2021/12/27,17,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート,町田市小川２丁目,35.530086,139.4720691, 町田警察署 鶴間交番,35.5207039,139.4712956
窃盗,部品ねらい,町田,鶴間交番,132098,東京都,町田市,鶴間８丁目,2021/9/9,22,その他,その他,ナンバープレート,町田市鶴間８丁目,35.5093344,139.476873, 町田警察署 鶴間交番,35.5207039,139.4712956
窃盗,部品ねらい,日野,多摩平交番,132128,東京都,日野市,多摩平２丁目,2022/8/10,12,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール,日野市多摩平２丁目,35.66357,139.381696, 日野警察署 多摩平交番,35.6627174,139.3796939
窃盗,部品ねらい,日野,多摩平交番,132128,東京都,日野市,多摩平２丁目,2022/8/10,21,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール,日野市多摩平２丁目,35.66357,139.381696, 日野警察署 多摩平交番,35.6627174,139.3796939
窃盗,部品ねらい,日野,多摩平交番,132128,東京都,日野市,日野本町５丁目,2022/9/30,13,駐車（輪）場,駐車（輪）場,ナンバープレート,日野市日野本町５丁目,35.684481,139.399098, 日野警察署 多摩平交番,35.6627174,139.3796939
窃盗,部品ねらい,日野,平山交番,132128,東京都,日野市,南平９丁目,2022/7/9,16,駐車（輪）場,駐車（輪）場,ナンバープレート,日野市南平９丁目,35.648872,139.392653, 日野警察署 平山交番,35.64812,139.386272
窃盗,部品ねらい,日野,日野駅前交番,132128,東京都,日野市,日野本町７丁目,2022/7/29,8,その他,その他,その他,日野市日野本町７丁目,35.679495,139.401491, 日野警察署 日野駅前交番,35.679413,139.3935724
窃盗,部品ねらい,日野,旭が丘駐在所,132128,東京都,日野市,旭が丘４丁目,2022/7/8,14,４階建て以上共同住宅,駐車（輪）場,その他,日野市旭が丘４丁目,35.654681,139.366208, 日野警察署 旭が丘駐在所,35.65740305,139.36418931604484
窃盗,部品ねらい,日野,滝合橋駐在所,132128,東京都,日野市,東平山２丁目,2022/8/14,21,駐車（輪）場,駐車（輪）場,その他,日野市東平山２丁目,35.651948,139.377502, 日野警察署 滝合橋駐在所,35.649203,139.376439
窃盗,部品ねらい,日野,百草園交番,132128,東京都,日野市,高幡,2022/5/9,17,駐車（輪）場,駐車（輪）場,その他,日野市高幡,35.662314,139.414086, 日野警察署 百草園交番,35.65662955,139.43196087876925
窃盗,部品ねらい,日野,高幡不動駅南口交番,132128,東京都,日野市,南平４丁目,2022/1/3,2,その他,駐車（輪）場,タイヤ・ホイール,日野市南平４丁目,35.660384,139.399964, 日野警察署 高幡不動駅南口交番,35.6621099,139.4129333
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘２丁目,2022/11/27,12,４階建て以上共同住宅,駐車（輪）場,その他,昭島市つつじが丘２丁目,35.7160052,139.3685655, 昭島警察署 つつじが丘駐在所,,
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘２丁目,2022/11/29,17,４階建て以上共同住宅,駐車（輪）場,その他,昭島市つつじが丘２丁目,35.7160052,139.3685655, 昭島警察署 つつじが丘駐在所,,
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘２丁目,2022/11/29,22,４階建て以上共同住宅,駐車（輪）場,その他,昭島市つつじが丘２丁目,35.7160052,139.3685655, 昭島警察署 つつじが丘駐在所,,
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘２丁目,2022/11/30,8,４階建て以上共同住宅,駐車（輪）場,その他,昭島市つつじが丘２丁目,35.7160052,139.3685655, 昭島警察署 つつじが丘駐在所,,
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘２丁目,2022/11/30,14,４階建て以上共同住宅,駐車（輪）場,その他,昭島市つつじが丘２丁目,35.7160052,139.3685655, 昭島警察署 つつじが丘駐在所,,
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘３丁目,2022/10/11,17,その他,駐車（輪）場,その他,昭島市つつじが丘３丁目,35.7126176,139.3677382, 昭島警察署 つつじが丘駐在所,,
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘３丁目,2022/11/26,15,４階建て以上共同住宅,駐車（輪）場,その他,昭島市つつじが丘３丁目,35.7126176,139.3677382, 昭島警察署 つつじが丘駐在所,,
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘３丁目,2022/11/30,11,４階建て以上共同住宅,駐車（輪）場,その他,昭島市つつじが丘３丁目,35.7126176,139.3677382, 昭島警察署 つつじが丘駐在所,,
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘３丁目,2022/11/30,14,４階建て以上共同住宅,駐車（輪）場,その他,昭島市つつじが丘３丁目,35.7126176,139.3677382, 昭島警察署 つつじが丘駐在所,,
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘３丁目,2022/11/30,18,４階建て以上共同住宅,駐車（輪）場,その他,昭島市つつじが丘３丁目,35.7126176,139.3677382, 昭島警察署 つつじが丘駐在所,,
窃盗,部品ねらい,昭島,中神駐在所,132071,東京都,昭島市,宮沢町,2022/11/24,13,４階建て以上共同住宅,駐車（輪）場,その他,昭島市宮沢町,35.7019141,139.3624071, 昭島警察署 中神駐在所,35.710477,139.3785505
窃盗,部品ねらい,昭島,中神駐在所,132071,東京都,昭島市,宮沢町,2022/11/28,8,４階建て以上共同住宅,駐車（輪）場,その他,昭島市宮沢町,35.7019141,139.3624071, 昭島警察署 中神駐在所,35.710477,139.3785505
窃盗,部品ねらい,昭島,中神駐在所,132071,東京都,昭島市,宮沢町,2022/11/30,9,４階建て以上共同住宅,駐車（輪）場,その他,昭島市宮沢町,35.7019141,139.3624071, 昭島警察署 中神駐在所,35.710477,139.3785505
窃盗,部品ねらい,昭島,中神駐在所,132071,東京都,昭島市,宮沢町,2022/11/30,16,４階建て以上共同住宅,駐車（輪）場,その他,昭島市宮沢町,35.7019141,139.3624071, 昭島警察署 中神駐在所,35.710477,139.3785505
窃盗,部品ねらい,昭島,中神駐在所,132071,東京都,昭島市,宮沢町,2022/12/8,1,４階建て以上共同住宅,駐車（輪）場,その他,昭島市宮沢町,35.7019141,139.3624071, 昭島警察署 中神駐在所,35.710477,139.3785505
窃盗,部品ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,中神町２丁目,2022/5/19,19,その他,駐車（輪）場,ナンバープレート,昭島市中神町２丁目,35.699197,139.372757, 昭島警察署 多摩大橋交番,35.696781,139.375771
窃盗,部品ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,福島町３丁目,2022/7/18,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,昭島市福島町３丁目,35.6940048,139.3782089, 昭島警察署 多摩大橋交番,35.696781,139.375771
窃盗,部品ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,宮沢町２丁目,2022/5/26,9,駐車（輪）場,駐車（輪）場,ナンバープレート,昭島市宮沢町２丁目,35.7004625,139.3633063, 昭島警察署 多摩大橋交番,35.696781,139.375771
窃盗,部品ねらい,昭島,大神駐在所,132071,東京都,昭島市,田中町３丁目,2022/7/23,18,駐車（輪）場,駐車（輪）場,その他,昭島市田中町３丁目,35.700785,139.350612, 昭島警察署 大神駐在所,35.699281,139.360745
窃盗,部品ねらい,昭島,大神駐在所,132071,東京都,昭島市,田中町３丁目,2022/9/1,0,４階建て以上共同住宅,駐車（輪）場,その他,昭島市田中町３丁目,35.700785,139.350612, 昭島警察署 大神駐在所,35.699281,139.360745
窃盗,部品ねらい,昭島,小荷田交番,132071,東京都,昭島市,拝島町３丁目,2022/1/3,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,昭島市拝島町３丁目,35.712272,139.335858, 昭島警察署 小荷田交番,35.7141158,139.3381602
窃盗,部品ねらい,昭島,小荷田交番,132071,東京都,昭島市,拝島町３丁目,2022/9/28,15,４階建て以上共同住宅,駐車（輪）場,その他,昭島市拝島町３丁目,35.712272,139.335858, 昭島警察署 小荷田交番,35.7141158,139.3381602
窃盗,部品ねらい,昭島,小荷田交番,132071,東京都,昭島市,拝島町３丁目,2022/10/5,8,その他,その他,その他,昭島市拝島町３丁目,35.712272,139.335858, 昭島警察署 小荷田交番,35.7141158,139.3381602
窃盗,部品ねらい,昭島,拝島駅前交番,132071,東京都,昭島市,松原町４丁目,2022/11/18,8,駐車（輪）場,駐車（輪）場,その他,昭島市松原町４丁目,35.7188703,139.3438967, 昭島警察署 拝島駅前交番,35.7202672,139.3431157
窃盗,部品ねらい,昭島,拝島駅前交番,132071,東京都,昭島市,緑町２丁目,2022/4/18,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート,昭島市緑町２丁目,35.712177,139.347723, 昭島警察署 拝島駅前交番,35.7202672,139.3431157
窃盗,部品ねらい,昭島,昭島駅前交番,132071,東京都,昭島市,田中町,2022/12/26,16,その他,駐車（輪）場,その他,昭島市田中町,35.7152973,139.3632475, 昭島警察署 昭島駅前交番,35.7135536,139.3605048
窃盗,部品ねらい,昭島,昭島駅前交番,132071,東京都,昭島市,つつじが丘２丁目,2022/12/2,16,４階建て以上共同住宅,駐車（輪）場,その他,昭島市つつじが丘２丁目,35.7160052,139.3685655, 昭島警察署 昭島駅前交番,35.7135536,139.3605048
窃盗,部品ねらい,昭島,東中神駅前交番,132071,東京都,昭島市,武蔵野２丁目,2022/6/3,19,駐車（輪）場,駐車（輪）場,タイヤ・ホイール,昭島市武蔵野２丁目,35.7218892,139.3761173, 昭島警察署 東中神駅前交番,35.706114,139.383659
窃盗,部品ねらい,昭島,東中神駅前交番,132071,東京都,昭島市,武蔵野３丁目,2022/11/26,16,４階建て以上共同住宅,駐車（輪）場,その他,昭島市武蔵野３丁目,35.7178027,139.3770012, 昭島警察署 東中神駅前交番,35.706114,139.383659
窃盗,部品ねらい,昭島,東中神駅前交番,132071,東京都,昭島市,武蔵野３丁目,2022/11/29,11,４階建て以上共同住宅,駐車（輪）場,その他,昭島市武蔵野３丁目,35.7178027,139.3770012, 昭島警察署 東中神駅前交番,35.706114,139.383659
窃盗,部品ねらい,昭島,東中神駅前交番,132071,東京都,昭島市,武蔵野３丁目,2022/11/30,22,４階建て以上共同住宅,駐車（輪）場,その他,昭島市武蔵野３丁目,35.7178027,139.3770012, 昭島警察署 東中神駅前交番,35.706114,139.383659
窃盗,部品ねらい,立川,一番町六丁目駐在所,132021,東京都,立川市,一番町６丁目,2021/12/24,22,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,立川市一番町６丁目,35.734397,139.375039, 立川警察署 一番町六丁目駐在所,,
窃盗,部品ねらい,立川,国立駅前交番,132152,東京都,国立市,北２丁目,2022/12/1,10,駐車（輪）場,駐車（輪）場,その他,国立市北２丁目,35.700087,139.438355, 立川警察署 国立駅前交番,35.6989869,139.4470943
窃盗,部品ねらい,立川,天王橋交番,132021,東京都,立川市,上砂町１丁目,2022/7/6,11,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,立川市上砂町１丁目,35.719746,139.391744, 立川警察署 天王橋交番,35.726667,139.38402
窃盗,部品ねらい,立川,天王橋交番,132021,東京都,立川市,上砂町１丁目,2022/9/16,17,４階建て以上共同住宅,駐車（輪）場,その他,立川市上砂町１丁目,35.719746,139.391744, 立川警察署 天王橋交番,35.726667,139.38402
窃盗,部品ねらい,立川,天王橋交番,132021,東京都,立川市,一番町３丁目,2022/7/4,12,駐車（輪）場,駐車（輪）場,ナンバープレート,立川市一番町３丁目,35.728772,139.378327, 立川警察署 天王橋交番,35.726667,139.38402
窃盗,部品ねらい,立川,天王橋交番,132021,東京都,立川市,一番町４丁目,2022/6/7,15,その他,駐車（輪）場,その他,立川市一番町４丁目,35.7305676,139.3822687, 立川警察署 天王橋交番,35.726667,139.38402
窃盗,部品ねらい,立川,天王橋交番,132021,東京都,立川市,西砂町１丁目,2022/4/28,22,駐車（輪）場,駐車（輪）場,その他,立川市西砂町１丁目,35.7273997,139.3698332, 立川警察署 天王橋交番,35.726667,139.38402
窃盗,部品ねらい,立川,天王橋交番,132021,東京都,立川市,西砂町３丁目,2022/2/22,19,駐車（輪）場,駐車（輪）場,ナンバープレート,立川市西砂町３丁目,35.728642,139.356196, 立川警察署 天王橋交番,35.726667,139.38402
窃盗,部品ねらい,立川,富士塚交番,132021,東京都,立川市,緑町,2022/9/25,10,その他,駐車（輪）場,その他,立川市緑町,35.7074626,139.4044158, 立川警察署 富士塚交番,35.7012918,139.3963347
窃盗,部品ねらい,立川,富士見町交番,132021,東京都,立川市,富士見町６丁目,2022/11/22,20,４階建て以上共同住宅,駐車（輪）場,その他,立川市富士見町６丁目,35.6923081,139.3914957, 立川警察署 富士見町交番,35.692615,139.392825
窃盗,部品ねらい,立川,東区駐在所,132152,東京都,国立市,東２丁目,2022/1/20,16,駐車（輪）場,駐車（輪）場,その他,国立市東２丁目,35.693477,139.449586, 立川警察署 東区駐在所,35.6936537,139.4525175
窃盗,部品ねらい,立川,砂川八番交番,132021,東京都,立川市,幸町６丁目,2022/6/1,8,駐車（輪）場,駐車（輪）場,その他,立川市幸町６丁目,35.729601,139.422007, 立川警察署 砂川八番交番,35.722696,139.422405
窃盗,部品ねらい,立川,砂川八番交番,132021,東京都,立川市,幸町６丁目,2022/6/10,8,駐車（輪）場,駐車（輪）場,その他,立川市幸町６丁目,35.729601,139.422007, 立川警察署 砂川八番交番,35.722696,139.422405
窃盗,部品ねらい,立川,砂川四番交番,132021,東京都,立川市,柏町１丁目,2022/2/15,17,駐車（輪）場,駐車（輪）場,ナンバープレート,立川市柏町１丁目,35.7196851,139.4138784, 立川警察署 砂川四番交番,35.723372,139.403092
窃盗,部品ねらい,立川,砂川四番交番,132021,東京都,立川市,柏町１丁目,2022/12/1,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,立川市柏町１丁目,35.7196851,139.4138784, 立川警察署 砂川四番交番,35.723372,139.403092
窃盗,部品ねらい,立川,砂川四番交番,132021,東京都,立川市,柏町３丁目,2022/5/10,18,駐車（輪）場,駐車（輪）場,ナンバープレート,立川市柏町３丁目,35.7242159,139.414137, 立川警察署 砂川四番交番,35.723372,139.403092
窃盗,部品ねらい,立川,砂川四番交番,132021,東京都,立川市,柏町４丁目,2022/11/26,19,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール,立川市柏町４丁目,35.7284161,139.4141151, 立川警察署 砂川四番交番,35.723372,139.403092
窃盗,部品ねらい,立川,砂川四番交番,132021,東京都,立川市,砂川町３丁目,2022/3/1,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート,立川市砂川町３丁目,35.727318,139.397638, 立川警察署 砂川四番交番,35.723372,139.403092
窃盗,部品ねらい,立川,砂川四番交番,132021,東京都,立川市,砂川町７丁目,2022/4/29,0,駐車（輪）場,駐車（輪）場,その他,立川市砂川町７丁目,35.732055,139.406096, 立川警察署 砂川四番交番,35.723372,139.403092
窃盗,部品ねらい,立川,砂川四番交番,132021,東京都,立川市,砂川町８丁目,2022/3/13,11,駐車（輪）場,駐車（輪）場,ナンバープレート,立川市砂川町８丁目,35.7320232,139.3982914, 立川警察署 砂川四番交番,35.723372,139.403092
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町１丁目,2022/3/13,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,立川市曙町１丁目,35.6994079,139.4090193, 立川警察署 立川駅北口交番,35.6985845,139.4139701
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2022/4/2,7,その他,駐車（輪）場,ナンバープレート,立川市曙町２丁目,35.7005665,139.4156758, 立川警察署 立川駅北口交番,35.6985845,139.4139701
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2022/4/11,11,その他,駐車（輪）場,その他,立川市曙町２丁目,35.7005665,139.4156758, 立川警察署 立川駅北口交番,35.6985845,139.4139701
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2022/6/12,12,駐車（輪）場,駐車（輪）場,その他,立川市曙町２丁目,35.7005665,139.4156758, 立川警察署 立川駅北口交番,35.6985845,139.4139701
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2022/10/15,20,駐車（輪）場,駐車（輪）場,その他,立川市曙町２丁目,35.7005665,139.4156758, 立川警察署 立川駅北口交番,35.6985845,139.4139701
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,緑町,2022/12/3,15,４階建て以上共同住宅,駐車（輪）場,その他,立川市緑町,35.7074626,139.4044158, 立川警察署 立川駅北口交番,35.6985845,139.4139701
窃盗,部品ねらい,立川,立川駅南口交番,132021,東京都,立川市,柴崎町３丁目,2022/7/30,15,駐車（輪）場,駐車（輪）場,その他,立川市柴崎町３丁目,35.6945656,139.4122738, 立川警察署 立川駅南口交番,35.6968299,139.4127153
窃盗,部品ねらい,立川,立川駅南口交番,132021,東京都,立川市,柴崎町３丁目,2022/8/25,12,駐車（輪）場,駐車（輪）場,その他,立川市柴崎町３丁目,35.6945656,139.4122738, 立川警察署 立川駅南口交番,35.6968299,139.4127153
窃盗,部品ねらい,立川,立川駅南口交番,132021,東京都,立川市,柴崎町３丁目,2022/8/27,18,駐車（輪）場,駐車（輪）場,タイヤ・ホイール,立川市柴崎町３丁目,35.6945656,139.4122738, 立川警察署 立川駅南口交番,35.6968299,139.4127153
窃盗,部品ねらい,立川,羽衣町交番,132152,東京都,国立市,西２丁目,2022/2/28,18,その他の住宅（３階建て以下共同住宅等）,その他,その他,国立市西２丁目,35.692998,139.434839, 立川警察署 羽衣町交番,35.693311,139.42885
窃盗,部品ねらい,立川,若葉町駐在所,132021,東京都,立川市,若葉町１丁目,2022/11/15,11,４階建て以上共同住宅,駐車（輪）場,その他,立川市若葉町１丁目,35.718201,139.436346, 立川警察署 若葉町駐在所,35.719836,139.438154
窃盗,部品ねらい,立川,若葉町駐在所,132021,東京都,立川市,若葉町１丁目,2022/11/27,11,４階建て以上共同住宅,駐車（輪）場,その他,立川市若葉町１丁目,35.718201,139.436346, 立川警察署 若葉町駐在所,35.719836,139.438154
窃盗,部品ねらい,立川,谷保交番,132152,東京都,国立市,青柳２丁目,2022/7/8,21,道路上,その他,ナンバープレート,国立市青柳２丁目,35.682071,139.42348, 立川警察署 谷保交番,35.682193,139.438002
窃盗,部品ねらい,立川,谷保交番,132152,東京都,国立市,東４丁目,2022/8/5,23,駐車（輪）場,駐車（輪）場,タイヤ・ホイール,国立市東４丁目,35.688683,139.450428, 立川警察署 谷保交番,35.682193,139.438002
窃盗,部品ねらい,立川,谷保交番,132152,東京都,国立市,泉４丁目,2022/5/7,17,その他,その他,タイヤ・ホイール,国立市泉４丁目,35.677001,139.431626, 立川警察署 谷保交番,35.682193,139.438002
窃盗,部品ねらい,立川,錦町交番,132021,東京都,立川市,羽衣町３丁目,2022/6/21,17,駐車（輪）場,駐車（輪）場,その他,立川市羽衣町３丁目,35.6897909,139.4247766, 立川警察署 錦町交番,35.6958957,139.4193714
窃盗,部品ねらい,立川,高松町交番,132021,東京都,立川市,栄町６丁目,2022/8/2,14,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,立川市栄町６丁目,35.7158154,139.4229081, 立川警察署 高松町交番,35.7054392,139.4191051
窃盗,部品ねらい,府中,中河原交番,132063,東京都,府中市,住吉町１丁目,2022/3/13,10,駐車（輪）場,駐車（輪）場,その他,府中市住吉町１丁目,35.6608637,139.4598092, 府中警察署 中河原交番,35.6599236,139.4577111
窃盗,部品ねらい,府中,中河原交番,132063,東京都,府中市,住吉町１丁目,2022/3/19,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,府中市住吉町１丁目,35.6608637,139.4598092, 府中警察署 中河原交番,35.6599236,139.4577111
窃盗,部品ねらい,府中,中河原交番,132063,東京都,府中市,住吉町２丁目,2022/12/3,22,駐車（輪）場,駐車（輪）場,タイヤ・ホイール,府中市住吉町２丁目,35.6563779,139.4580819, 府中警察署 中河原交番,35.6599236,139.4577111
窃盗,部品ねらい,府中,中河原交番,132063,東京都,府中市,住吉町３丁目,2019/11/21,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,府中市住吉町３丁目,35.663938,139.454475, 府中警察署 中河原交番,35.6599236,139.4577111
窃盗,部品ねらい,府中,分梅駐在所,132063,東京都,府中市,本町４丁目,2022/8/25,5,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,府中市本町４丁目,35.664619,139.469172, 府中警察署 分梅駐在所,35.665732,139.464515
窃盗,部品ねらい,府中,南町交番,132063,東京都,府中市,矢崎町５丁目,2022/8/9,11,その他,駐車（輪）場,ナンバープレート,府中市矢崎町５丁目,35.656518,139.477581, 府中警察署 南町交番,35.6571306,139.4635607
窃盗,部品ねらい,府中,南町交番,132063,東京都,府中市,矢崎町５丁目,2022/11/11,16,駐車（輪）場,駐車（輪）場,ナンバープレート,府中市矢崎町５丁目,35.656518,139.477581, 府中警察署 南町交番,35.6571306,139.4635607
窃盗,部品ねらい,府中,四谷駐在所,132063,東京都,府中市,四谷６丁目,2022/11/10,2,駐車（輪）場,駐車（輪）場,その他,府中市四谷６丁目,35.6706712,139.4338096, 府中警察署 四谷駐在所,,
窃盗,部品ねらい,府中,大国魂交番,132063,東京都,府中市,宮町１丁目,2022/3/31,23,駐車（輪）場,駐車（輪）場,その他,府中市宮町１丁目,35.6712082,139.4814698, 府中警察署 大国魂交番,35.669881,139.4795967
窃盗,部品ねらい,府中,是政交番,132063,東京都,府中市,是政３丁目,2022/4/15,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,府中市是政３丁目,35.6591704,139.4855287, 府中警察署 是政交番,35.6575635,139.4874786
窃盗,部品ねらい,府中,東府中駅前交番,132063,東京都,府中市,若松町２丁目,2022/7/8,21,４階建て以上共同住宅,その他,その他,府中市若松町２丁目,35.671729,139.500014, 府中警察署 東府中駅前交番,35.6693414,139.4950672
窃盗,部品ねらい,府中,武蔵台交番,132063,東京都,府中市,武蔵台２丁目,2022/9/15,16,道路上,その他,その他,府中市武蔵台２丁目,35.691767,139.462904, 府中警察署 武蔵台交番,35.694673,139.463208
窃盗,部品ねらい,府中,白糸台交番,132063,東京都,府中市,白糸台１丁目,2022/7/29,8,一戸建住宅,駐車（輪）場,その他,府中市白糸台１丁目,35.668373,139.50723, 府中警察署 白糸台交番,35.6700766,139.50861903121552
窃盗,部品ねらい,府中,第五中学校前交番,132063,東京都,府中市,新町２丁目,2021/9/4,18,駐車（輪）場,駐車（輪）場,その他,府中市新町２丁目,35.687274,139.493285, 府中警察署 第五中学校前交番,35.6849018,139.4930637
窃盗,部品ねらい,府中,第五中学校前交番,132063,東京都,府中市,新町２丁目,2022/5/1,17,駐車（輪）場,駐車（輪）場,ナンバープレート,府中市新町２丁目,35.687274,139.493285, 府中警察署 第五中学校前交番,35.6849018,139.4930637
窃盗,部品ねらい,府中,西原町交番,132063,東京都,府中市,西府町１丁目,2022/4/23,13,その他,駐車（輪）場,ナンバープレート,府中市西府町１丁目,35.672492,139.454828, 府中警察署 西原町交番,35.6853506,139.4563269
窃盗,部品ねらい,府中,車返団地駐在所,132063,東京都,府中市,押立町１丁目,2022/11/4,18,４階建て以上共同住宅,駐車（輪）場,その他,府中市押立町１丁目,35.659439,139.509675, 府中警察署 車返団地駐在所,35.6618746,139.5133134
窃盗,部品ねらい,府中,和田駐在所,132241,東京都,多摩市,和田,2019/12/1,不明,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート,多摩市和田,35.642935,139.427921, 府中警察署 和田駐在所,,
窃盗,部品ねらい,小金井,元町駐在所,132144,東京都,国分寺市,西元町３丁目,2022/4/28,17,一戸建住宅,その他,その他,国分寺市西元町３丁目,35.690884,139.472468, 小金井警察署 元町駐在所,35.693868,139.483568
窃盗,部品ねらい,小金井,国分寺駅北口交番,132144,東京都,国分寺市,本町４丁目,2022/1/14,17,駐車（輪）場,駐車（輪）場,その他,国分寺市本町４丁目,35.7026253,139.4773909, 小金井警察署 国分寺駅北口交番,,
