罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,福生,福生駅前交番,132187,東京都,福生市,東町,2019-12-29,19,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,内出交番,132187,東京都,福生市,大字熊川,2020-05-04,05,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,内出交番,132187,東京都,福生市,大字熊川,2020-05-19,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,福生,下福生駐在所,132187,東京都,福生市,大字熊川,2020-10-30,13,その他,駐車（輪）場,その他
窃盗,部品ねらい,福生,武蔵野駐在所,133035,東京都,瑞穂町,むさし野１丁目,2020-06-06,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,福生,武蔵野駐在所,133035,東京都,瑞穂町,むさし野１丁目,2020-10-11,08,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,福生,武蔵野駐在所,133035,東京都,瑞穂町,むさし野１丁目,2020-10-15,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,福生,武蔵野駐在所,133035,東京都,瑞穂町,むさし野２丁目,2020-04-18,13,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,神明台交番,132276,東京都,羽村市,神明台４丁目,2020-04-24,16,その他,駐車（輪）場,その他
窃盗,部品ねらい,福生,神明台交番,132276,東京都,羽村市,神明台４丁目,2020-09-19,12,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,神明台交番,132276,東京都,羽村市,神明台４丁目,2020-10-02,23,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,神明台交番,132276,東京都,羽村市,神明台４丁目,2020-12-08,07,その他,駐車（輪）場,その他
窃盗,部品ねらい,福生,羽村駅前交番,132276,東京都,羽村市,五ノ神４丁目,2020-07-16,22,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,羽村駅前交番,132276,東京都,羽村市,五ノ神４丁目,2020-08-04,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,福生,野辺駐在所,132284,東京都,あきる野市,野辺,2020-10-02,18,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,福生,二宮駐在所,132284,東京都,あきる野市,野辺,2020-08-28,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,草花駐在所,132284,東京都,あきる野市,草花,2019-12-20,23,その他,駐車（輪）場,その他
窃盗,部品ねらい,福生,渕上駐在所,132284,東京都,あきる野市,引田,2020-09-10,05,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,小作駅前交番,132276,東京都,羽村市,小作台１丁目,2020-07-01,23,その他,その他,ナンバープレート
窃盗,部品ねらい,福生,小作駅前交番,132276,東京都,羽村市,小作台１丁目,2020-10-01,16,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,福生,小作駅前交番,132276,東京都,羽村市,小作台２丁目,2020-03-28,08,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,小作駅前交番,132276,東京都,羽村市,小作台２丁目,2020-10-30,11,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,小作駅前交番,132276,東京都,羽村市,小作台３丁目,2020-06-12,07,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,福生,五ノ神駐在所,132276,東京都,羽村市,富士見平２丁目,2020-05-01,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,五ノ神駐在所,132276,東京都,羽村市,富士見平２丁目,2020-05-05,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,五ノ神駐在所,132276,東京都,羽村市,小作台２丁目,2020-05-21,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,秋川駅前交番,132284,東京都,あきる野市,油平,2020-02-04,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,小川駐在所,132284,東京都,あきる野市,小川東１丁目,2020-11-25,18,その他,駐車（輪）場,その他
窃盗,部品ねらい,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,大字箱根ケ崎,2020-04-26,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,箱根ケ崎東松原,2020-10-13,10,その他,駐車（輪）場,その他
窃盗,部品ねらい,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,南平２丁目,2020-05-30,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,八王子,中野交番,132012,東京都,八王子市,中野上町３丁目,2020-04-22,18,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,中町,2020-10-04,20,その他,駐車（輪）場,その他
窃盗,部品ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,明神町３丁目,2020-09-24,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,大和田交番,132012,東京都,八王子市,大和田町１丁目,2020-04-04,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,八王子,稲荷坂交番,132012,東京都,八王子市,中野山王２丁目,2020-06-18,07,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,稲荷坂交番,132012,東京都,八王子市,中野山王２丁目,2020-11-29,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,稲荷坂交番,132012,東京都,八王子市,中野山王３丁目,2020-07-07,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,八王子,小宮町駐在所,132012,東京都,八王子市,小宮町,2020-06-26,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,石川駐在所,132012,東京都,八王子市,大谷町,2020-10-16,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,八王子,犬目交番,132012,東京都,八王子市,犬目町,2020-02-14,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,犬目交番,132012,東京都,八王子市,楢原町,2020-12-01,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,八王子,北八王子交番,132012,東京都,八王子市,石川町,2020-01-04,18,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,八王子,北八王子交番,132012,東京都,八王子市,石川町,2020-06-22,19,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,北八王子交番,132012,東京都,八王子市,大谷町,2019-10-31,11,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,北八王子交番,132012,東京都,八王子市,高倉町,2020-03-21,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2020-01-25,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2020-07-02,06,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2020-10-03,07,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,町田,町田駅前交番,132098,東京都,町田市,森野２丁目,2020-05-01,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,町田駅前交番,132098,東京都,町田市,森野２丁目,2020-05-04,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,町田駅前交番,132098,東京都,町田市,山崎町,2020-10-28,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,中町交番,132098,東京都,町田市,旭町３丁目,2020-10-22,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,町田,中町交番,132098,東京都,町田市,中町１丁目,2020-10-15,11,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,中町交番,132098,東京都,町田市,森野４丁目,2020-05-22,23,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,中町交番,132098,東京都,町田市,森野５丁目,2019-05-20,00,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,町田,原町田交番,132098,東京都,町田市,原町田２丁目,2020-11-21,14,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,原町田交番,132098,東京都,町田市,原町田３丁目,2020-07-18,19,道路上,その他,その他
窃盗,部品ねらい,町田,金森交番,132098,東京都,町田市,金森３丁目,2020-07-12,12,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,町田,鶴間交番,132098,東京都,町田市,小川５丁目,2020-08-08,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,鶴間交番,132098,東京都,町田市,金森４丁目,2020-01-05,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,鶴間交番,132098,東京都,町田市,金森４丁目,2020-07-07,09,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,鶴間交番,132098,東京都,町田市,金森４丁目,2020-10-11,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,鶴間交番,132098,東京都,町田市,鶴間５丁目,2020-01-22,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,鶴間交番,132098,東京都,町田市,南町田１丁目,2020-10-13,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,鶴間交番,132098,東京都,町田市,南町田３丁目,2020-11-24,09,その他,その他,その他
窃盗,部品ねらい,町田,成瀬駐在所,132098,東京都,町田市,成瀬６丁目,2020-11-21,16,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,南大谷駐在所,132098,東京都,町田市,南大谷,2020-05-28,18,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,町田,南大谷駐在所,132098,東京都,町田市,南大谷,2020-07-05,08,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,町田,南大谷駐在所,132098,東京都,町田市,南大谷,2020-07-26,12,一戸建住宅,その他,その他
窃盗,部品ねらい,町田,南大谷駐在所,132098,東京都,町田市,南大谷,2020-09-21,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,本町田交番,132098,東京都,町田市,旭町２丁目,2020-11-08,16,その他,駐車（輪）場,その他
窃盗,部品ねらい,町田,本町田交番,132098,東京都,町田市,本町田,2020-02-21,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,本町田交番,132098,東京都,町田市,本町田,2020-06-06,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,本町田交番,132098,東京都,町田市,本町田,2020-09-04,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,鶴川駅前交番,132098,東京都,町田市,能ヶ谷１丁目,2020-01-14,07,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,町田,鶴川駅前交番,132098,東京都,町田市,能ヶ谷２丁目,2020-09-21,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,小野路駐在所,132098,東京都,町田市,小野路町,2020-03-10,01,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,図師駐在所,132098,東京都,町田市,図師町,2019-12-10,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,図師駐在所,132098,東京都,町田市,図師町,2020-03-07,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,図師駐在所,132098,東京都,町田市,図師町,2020-10-20,18,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,旭町１丁目,2020-07-13,08,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,木曽東１丁目,2020-02-14,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,木曽東１丁目,2020-03-01,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,木曽東１丁目,2020-08-16,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,木曽東１丁目,2020-08-29,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,木曽東３丁目,2020-05-16,19,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2020-01-10,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,常盤駐在所,132098,東京都,町田市,常盤町,2020-12-25,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,下小山田町,2020-10-24,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,小山田桜台１丁目,2020-04-23,21,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,小山田桜台１丁目,2020-06-04,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,小山田桜台１丁目,2020-08-05,23,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,小山田桜台１丁目,2020-10-23,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,小山田桜台２丁目,2020-05-04,11,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,小山田桜台２丁目,2020-07-24,19,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,小山田桜台２丁目,2020-09-08,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,小山田桜台２丁目,2020-09-15,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,小山田桜台２丁目,2020-10-03,09,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,小山田桜台２丁目,2020-10-16,06,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,小山田桜台２丁目,2020-10-27,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,小山田桜台２丁目,2020-11-16,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,つくし野駅前交番,132098,東京都,町田市,南つくし野４丁目,2020-12-19,17,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,町田,山崎交番,132098,東京都,町田市,山崎町,2017-11-13,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,山崎交番,132098,東京都,町田市,山崎町,2020-02-05,05,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,山崎交番,132098,東京都,町田市,山崎町,2020-05-15,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,山崎交番,132098,東京都,町田市,山崎町,2020-07-24,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,山崎交番,132098,東京都,町田市,山崎町,2020-10-16,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,山崎交番,132098,東京都,町田市,山崎町,2020-11-02,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,なし
窃盗,部品ねらい,町田,藤の台団地交番,132098,東京都,町田市,藤の台２丁目,2020-09-08,17,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,町田,藤の台団地交番,132098,東京都,町田市,藤の台２丁目,2020-12-08,10,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,藤の台団地交番,132098,東京都,町田市,金井町,2020-04-02,11,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,町田,藤の台団地交番,132098,東京都,町田市,本町田,2019-11-25,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,藤の台団地交番,132098,東京都,町田市,金井２丁目,2020-09-18,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,町田,藤の台団地交番,132098,東京都,町田市,金井６丁目,2020-04-03,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬５丁目,2020-11-19,16,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,忠生駐在所,132098,東京都,町田市,忠生４丁目,2020-03-01,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,三輪駐在所,132098,東京都,町田市,三輪町,2020-04-30,16,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂３丁目,2019-10-10,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂７丁目,2019-04-01,05,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,忠生地区交番,132098,東京都,町田市,忠生１丁目,2020-09-01,00,その他,駐車（輪）場,その他
窃盗,部品ねらい,町田,忠生地区交番,132098,東京都,町田市,忠生１丁目,2020-10-06,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,町田,忠生地区交番,132098,東京都,町田市,忠生１丁目,2020-10-14,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,忠生地区交番,132098,東京都,町田市,忠生２丁目,2020-03-18,07,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,忠生地区交番,132098,東京都,町田市,忠生２丁目,2020-04-17,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,町田,忠生地区交番,132098,東京都,町田市,忠生２丁目,2020-10-30,06,その他,駐車（輪）場,その他
窃盗,部品ねらい,町田,忠生地区交番,132098,東京都,町田市,山崎町,2020-01-01,00,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,忠生地区交番,132098,東京都,町田市,山崎町,2020-04-24,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,忠生地区交番,132098,東京都,町田市,山崎町,2020-04-25,21,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,忠生地区交番,132098,東京都,町田市,山崎町,2020-04-28,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,忠生地区交番,132098,東京都,町田市,山崎町,2020-06-01,04,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽東２丁目,2020-11-15,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽東２丁目,2020-12-16,14,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,日野,日野駅前交番,132128,東京都,日野市,大坂上３丁目,2020-05-25,18,道路上,その他,ナンバープレート
窃盗,部品ねらい,日野,多摩平交番,132128,東京都,日野市,富士町,2019-10-15,00,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,日野,宮駐在所,132128,東京都,日野市,万願寺５丁目,2020-08-27,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,日野,平山交番,132128,東京都,日野市,南平５丁目,2020-03-28,07,その他,駐車（輪）場,その他
窃盗,部品ねらい,日野,高幡不動駅南口交番,132128,東京都,日野市,大字新井,2020-03-18,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,日野,高幡不動駅南口交番,132128,東京都,日野市,大字新井,2020-09-05,15,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,日野,高幡不動駅南口交番,132128,東京都,日野市,西平山２丁目,2020-07-31,11,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,日野,百草園交番,132128,東京都,日野市,百草,2020-10-27,06,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,日野,滝合橋駐在所,132128,東京都,日野市,西平山３丁目,2020-09-03,16,道路上,その他,ナンバープレート
窃盗,部品ねらい,日野,多摩動物公園前交番,132128,東京都,日野市,程久保８丁目,2020-03-30,08,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,日野,旭が丘駐在所,132128,東京都,日野市,旭が丘４丁目,2020-11-04,23,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,昭島,昭島駅前交番,132071,東京都,昭島市,上川原町２丁目,2020-11-24,01,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,昭島,昭島駅前交番,132071,東京都,昭島市,松原町１丁目,2020-11-27,13,その他,駐車（輪）場,その他
窃盗,部品ねらい,昭島,福島交番,132071,東京都,昭島市,福島町１丁目,2020-10-31,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,昭島,中神駐在所,132071,東京都,昭島市,中神町,2020-05-01,11,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,郷地町３丁目,2020-06-21,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,中神町１丁目,2020-09-09,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,中神町２丁目,2019-12-28,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,中神町２丁目,2019-12-31,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,中神町２丁目,2020-03-20,15,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,福島町２丁目,2020-06-21,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,福島町２丁目,2020-06-22,17,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,松原町３丁目,2020-06-26,13,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,昭島,大神駐在所,132071,東京都,昭島市,田中町３丁目,2020-02-20,06,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,昭島,大神駐在所,132071,東京都,昭島市,田中町４丁目,2020-12-15,18,その他,駐車（輪）場,その他
窃盗,部品ねらい,昭島,小荷田交番,132071,東京都,昭島市,拝島町３丁目,2020-02-11,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,昭島,小荷田交番,132071,東京都,昭島市,拝島町３丁目,2020-04-28,10,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,昭島,小荷田交番,132071,東京都,昭島市,拝島町３丁目,2020-05-02,18,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,昭島,小荷田交番,132071,東京都,昭島市,拝島町３丁目,2020-06-30,14,駐車（輪）場,駐車（輪）場,カーナビ
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘１丁目,2020-04-22,21,その他,駐車（輪）場,その他
窃盗,部品ねらい,立川,国立駅前交番,132152,東京都,国立市,北１丁目,2020-10-24,21,道路上,その他,ナンバープレート
窃盗,部品ねらい,立川,羽衣町交番,132021,東京都,立川市,羽衣町２丁目,2020-02-24,23,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,立川,羽衣町交番,132021,東京都,立川市,羽衣町２丁目,2020-02-26,20,道路上,その他,その他
窃盗,部品ねらい,立川,羽衣町交番,132021,東京都,立川市,羽衣町２丁目,2020-02-27,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,立川,羽衣町交番,132021,東京都,立川市,羽衣町２丁目,2020-02-27,21,道路上,その他,その他
窃盗,部品ねらい,立川,羽衣町交番,132021,東京都,立川市,羽衣町２丁目,2020-02-28,05,道路上,その他,その他
窃盗,部品ねらい,立川,羽衣町交番,132152,東京都,国立市,富士見台４丁目,2020-03-23,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,立川,錦町交番,132021,東京都,立川市,錦町２丁目,2020-02-11,00,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,立川,錦町交番,132021,東京都,立川市,錦町２丁目,2020-07-13,12,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,立川,立日橋交番,132021,東京都,立川市,柴崎町５丁目,2020-06-19,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,立川,立川駅南口交番,132021,東京都,立川市,柴崎町３丁目,2020-02-22,13,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2020-01-13,09,その他,駐車（輪）場,その他
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町３丁目,2020-09-13,11,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町３丁目,2020-09-17,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,高松町３丁目,2020-09-21,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,緑町,2020-10-08,08,その他,駐車（輪）場,その他
窃盗,部品ねらい,立川,高松町交番,132021,東京都,立川市,高松町２丁目,2020-11-07,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,立川,富士見町交番,132152,東京都,国立市,矢川３丁目,2020-06-21,17,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,立川,天王橋交番,132021,東京都,立川市,上砂町１丁目,2020-10-04,13,４階建て以上共同住宅,駐車（輪）場,その他
